Exposure_Condition,Group_Comparison,Timepoint,BioSpyder_Identifier,Gene_Symbol,Mean_Expression_Count,padj,log2FC,"Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 1.5
(i.e., log2FC of 0.5849)?","Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 2
(i.e., log2FC of 1)?","Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 2.5
(i.e., log2FC of 1.3219)?"
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hmox1_31505,Hmox1,40.386,4.72E-03,1.4480,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hmox1_55177,Hmox1,14.405,4.71E-02,1.4218,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hmox2_75080,Hmox2,375.670,2.35E-04,-0.8573,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hnmt_59671,Hnmt,419.009,3.15E-02,-0.6956,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hnrnpll_78809,Hnrnpll,136.991,2.31E-02,-0.6824,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hnrnpul1_78646,Hnrnpul1,400.780,3.75E-02,-0.7080,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Homer1_74409,Homer1,114.109,4.09E-02,-0.6317,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hprt_30325,Hprt,1232.676,2.18E-02,-0.8032,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hsd17b12_31020,Hsd17b12,594.618,4.99E-03,-0.6650,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hsdl2_60614,Hsdl2,603.147,2.74E-04,-0.9557,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hsp90aa1_31761,Hsp90aa1,320.354,4.10E-02,-0.7356,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hspa1a_69206,Hspa1a,45.720,8.86E-02,1.5948,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hspa5_29651,Hspa5,3693.839,2.39E-02,-0.6125,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hspb6_30489,Hspb6,498.652,7.30E-02,0.8185,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hspb7_55042,Hspb7,6449.429,7.06E-02,1.2168,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hsph1_69147,Hsph1,52.854,1.97E-02,1.1081,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Htatip2_68032,Htatip2,136.036,7.81E-04,0.7333,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Htra1_71655,Htra1,435.084,5.18E-03,-0.8417,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Huwe1_68852,Huwe1,498.194,7.17E-05,-1.2063,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Huwe1_79144,Huwe1,231.487,4.24E-02,-0.5933,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Hyal2_65098,Hyal2,257.603,2.98E-03,-0.7287,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ids_68257,Ids,1291.408,2.65E-02,-0.7266,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ier3_29851,Ier3,148.736,1.87E-02,0.7967,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ier3_76430,Ier3,174.416,7.20E-02,0.7305,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ier5_54050,Ier5,470.292,3.62E-04,0.8346,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ifi204_56389,Ifi204,111.430,9.53E-02,-1.0730,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ifi214_80114,Ifi214,23.731,4.71E-02,-1.0330,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ifi27_68589,Ifi27,29.082,9.84E-02,0.7247,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ifi27_79706,Ifi27,260.651,7.86E-03,-0.7944,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ifi44_55588,Ifi44,31.857,4.51E-02,-1.4787,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ifih1_66340,Ifih1,360.047,2.80E-03,-0.9341,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ifnar1_69693,Ifnar1,44.637,2.00E-02,0.8774,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ifngr2_61993,Ifngr2,118.745,7.47E-02,0.6569,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ift43_67275,Ift43,58.441,1.46E-02,-1.3946,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ift46_70666,Ift46,841.012,2.28E-02,-0.7264,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ift74_71672,Ift74,270.500,2.87E-02,-0.6368,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Igf1r_30022,Igf1r,178.545,1.33E-02,-0.6421,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Igfbp4_76799,Igfbp4,253.939,4.09E-02,0.7335,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Igfbp6_29521,Igfbp6,701.131,7.11E-02,-0.6480,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Igfbp7_80197,Igfbp7,286.992,7.67E-03,0.8450,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ighv1-31_72227,Ighv1-31,45.843,9.06E-02,-0.9976,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ighv2-6_70078,Ighv2-6,36.549,7.56E-02,-1.3872,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Igkv16-104_74538,Igkv16-104,18.777,6.86E-03,2.5029,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ikbip_73837,Ikbip,69.619,8.90E-03,-1.1615,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ikbkb_67891,Ikbkb,357.512,3.14E-03,0.6390,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Il13ra1_29950,Il13ra1,917.052,4.55E-02,-0.8228,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Il16_77991,Il16,84.580,2.02E-03,-1.1755,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Il18_31667,Il18,141.377,8.21E-03,-1.5637,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Il18r1_57832,Il18r1,1156.748,1.97E-02,-0.6478,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Il4ra_65158,Il4ra,48.402,5.16E-02,0.9712,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ilf3_65549,Ilf3,40.431,7.32E-02,0.9035,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Immp1l_72460,Immp1l,721.315,9.64E-02,-0.7903,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Impa2_57974,Impa2,44.551,9.13E-02,-0.8928,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Inip_82129,Inip,14.887,6.36E-02,-1.1216,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Inka1_58975,Inka1,74.750,3.53E-02,0.7188,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Inpp5k_68977,Inpp5k,388.833,4.05E-05,-1.0427,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ints10_79207,Ints10,406.303,3.62E-04,-0.7687,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ints6l_76585,Ints6l,107.264,1.48E-02,-0.9344,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ints6l_78181,Ints6l,12.035,9.44E-02,-0.9537,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ipo13_68476,Ipo13,376.663,3.23E-03,0.5942,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Iqcb1_56811,Iqcb1,34.443,8.78E-03,-1.2574,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Irak1_80669,Irak1,49.152,6.64E-02,0.7075,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Irak4_71805,Irak4,17.679,7.11E-02,0.7526,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Irf5_71233,Irf5,17.734,2.86E-02,1.1961,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Isg20_29849,Isg20,197.092,9.48E-02,-0.6645,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Islr_61666,Islr,28.024,5.89E-02,1.3664,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Isyna1_72902,Isyna1,1180.968,1.15E-02,0.6723,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Itfg1_30888,Itfg1,854.950,1.98E-04,-0.7398,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Itga7_67505,Itga7,23.679,3.31E-02,1.1970,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Itgax_79287,Itgax,214.516,2.08E-03,-1.1353,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Itgbl1_59260,Itgbl1,162.639,7.48E-02,-0.7490,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Itpkc_61991,Itpkc,17.567,3.43E-02,0.9923,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Itpr1_66928,Itpr1,195.255,5.52E-04,-0.7434,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Itpr2_76781,Itpr2,1039.284,2.19E-03,-0.9142,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Itpripl1_57851,Itpripl1,96.310,5.65E-02,0.6780,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Jak1_31221,Jak1,2184.610,4.71E-02,-0.7232,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Jrkl_55145,Jrkl,338.663,1.13E-04,-0.7760,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Junb_57286,Junb,279.960,9.17E-03,0.6520,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kansl2_69313,Kansl2,88.066,2.80E-03,0.6810,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kat2b_64780,Kat2b,682.816,1.58E-05,-0.9639,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kat6a_29325,Kat6a,235.587,2.41E-02,-0.7476,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kat6b_76333,Kat6b,260.942,1.54E-02,-0.6001,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Katna1_73839,Katna1,377.607,2.52E-03,-0.7092,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kazn_77782,Kazn,16.145,9.17E-02,0.9707,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kbtbd7_76521,Kbtbd7,23.604,5.06E-02,-1.1297,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kbtbd8_59830,Kbtbd8,33.818,1.38E-02,-1.1275,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kcna3_61180,Kcna3,144.469,2.09E-02,-0.8136,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kcng2_55425,Kcng2,696.012,5.48E-02,1.2218,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kcnj15_77680,Kcnj15,563.379,8.21E-03,-0.8391,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kcnj5_59968,Kcnj5,54.533,1.50E-02,2.4199,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kcnmb2_78579,Kcnmb2,21.641,9.10E-02,-0.9669,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kdelc2_77631,Kdelc2,599.833,1.25E-03,-0.7984,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kdelr2_65436,Kdelr2,310.710,4.94E-03,0.6592,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kdm2b_79212,Kdm2b,40.443,4.17E-02,0.7287,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kif24_77694,Kif24,17.219,2.42E-02,-1.1643,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kif3a_69995,Kif3a,260.407,7.75E-02,-0.5911,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kitl_80377,Kitl,312.400,1.98E-02,-0.6074,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Klc2_60520,Klc2,30.555,4.45E-03,1.2317,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Klf13_58102,Klf13,71.411,5.85E-02,0.6956,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Klhdc2_30951,Klhdc2,173.040,5.02E-03,-1.3373,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Klhl9_29154,Klhl9,589.441,7.87E-02,-0.7517,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Klk13_71623,Klk13,47.214,7.20E-02,0.9737,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Klk8_65643,Klk8,89.097,6.46E-02,-0.8116,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Klra4_78746,Klra4,8.813,7.83E-02,-2.0751,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Klre1_58825,Klre1,16.299,2.47E-02,-1.8432,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kmt2e_80261,Kmt2e,34.202,8.25E-02,-0.8172,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kmt5b_69498,Kmt5b,509.405,3.09E-04,-0.8856,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Knl1_69014,Knl1,18.224,5.79E-02,-1.5177,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kpna4_68517,Kpna4,1735.719,1.96E-02,-0.8038,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Kremen1_58733,Kremen1,80.685,9.62E-02,0.6452,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Krt7_30903,Krt7,165.337,1.11E-02,0.8272,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ksr1_78094,Ksr1,131.681,1.64E-02,0.6745,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ky_60676,Ky,22.965,7.90E-02,1.4172,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lacc1_78382,Lacc1,33.777,1.38E-02,-1.2631,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lama2_31739,Lama2,163.841,2.49E-02,0.6554,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lama2_32272,Lama2,189.325,9.33E-02,0.5990,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lama2_67414,Lama2,402.526,3.66E-03,0.6380,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lama3_56547,Lama3,158.302,1.32E-04,-1.0579,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lamp1_29317,Lamp1,1214.872,1.32E-03,-0.6687,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lamp2_75380,Lamp2,730.721,6.60E-03,-1.0393,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lap3_80247,Lap3,149.829,5.82E-02,-0.6717,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lat2_69629,Lat2,26.509,6.57E-02,0.9807,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lca5_79968,Lca5,57.837,5.08E-02,-0.8021,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lcorl_64543,Lcorl,115.176,8.16E-03,-0.5918,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lcorl_74146,Lcorl,333.809,2.11E-03,-0.8329,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ldlr_78421,Ldlr,87.621,1.90E-02,0.6515,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ldlrap1_58170,Ldlrap1,118.190,2.89E-02,0.6009,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lemd2_57464,Lemd2,53.599,4.81E-02,0.6836,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Letm1_69878,Letm1,277.333,3.40E-03,0.7268,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lgals2_59528,Lgals2,22.606,2.15E-03,-2.9405,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lias_66866,Lias,293.650,9.95E-02,-0.6268,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lifr_58010,Lifr,220.246,2.38E-02,-0.7359,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lig1_29706,Lig1,139.404,2.05E-02,-0.7054,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lima1_62298,Lima1,74.186,4.94E-02,-0.6865,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Limk1_63137,Limk1,83.559,1.53E-02,0.6349,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lin54_72048,Lin54,173.916,3.67E-03,-0.8627,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lipo5_56386,Lipo5,22.765,2.02E-06,17.6713,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lix1l_56890,Lix1l,75.379,2.47E-02,0.6433,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Llgl2_64747,Llgl2,58.763,8.26E-03,0.7524,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lmf2_54825,Lmf2,61.246,1.32E-02,0.7403,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lmna_72278,Lmna,169.738,1.50E-04,0.9138,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lmo1_56884,Lmo1,24.726,7.17E-02,-1.0141,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lmo7_70010,Lmo7,59.986,2.52E-04,-1.6657,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lmod2_64472,Lmod2,432.211,1.55E-03,2.5191,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lnpep_57248,Lnpep,568.086,8.48E-04,-0.6605,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,LOC100504120_31209,LOC100504120,79.898,1.03E-02,0.7586,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,LOC100504959_30387,LOC100504959,69.181,7.90E-02,-0.7558,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,LOC100505067_29282,LOC100505067,57.032,4.44E-02,-0.9734,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,LOC665506_31202,LOC665506,81.994,2.01E-02,-0.8638,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lrch4_63413,Lrch4,58.503,6.15E-02,0.6043,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lrif1_63394,Lrif1,23.178,7.08E-02,-1.0215,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lrif1_65652,Lrif1,142.326,2.21E-04,-1.6236,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lrig2_72993,Lrig2,18.031,4.23E-02,-1.0895,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lrp10_62245,Lrp10,88.871,7.98E-03,0.6808,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lrp6_29998,Lrp6,201.643,2.98E-03,-0.7023,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lrpprc_77746,Lrpprc,608.309,2.90E-02,-0.7580,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lrrc1_79101,Lrrc1,98.951,1.67E-02,-0.7632,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lrrc10_60238,Lrrc10,482.256,9.97E-03,1.9860,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lrrc32_63499,Lrrc32,21.115,3.88E-02,0.9570,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lrrc39_55620,Lrrc39,1051.509,7.46E-02,1.1200,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lrrc58_57939,Lrrc58,41.441,9.40E-02,0.6691,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lrrcc1_66749,Lrrcc1,199.423,6.85E-03,-0.7289,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lrrn4_58063,Lrrn4,65.589,3.29E-02,-1.5039,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lsm3_30868,Lsm3,108.008,1.90E-02,-0.8540,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lta4h_64380,Lta4h,340.556,3.87E-03,-0.7355,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Ltbp4_64293,Ltbp4,226.311,1.09E-02,0.9513,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lvrn_57576,Lvrn,48.191,1.53E-02,-1.4268,Yes,Yes,Yes
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lypla1_32076,Lypla1,589.855,1.21E-02,-0.6234,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lypla1_73174,Lypla1,66.737,6.66E-02,-0.7842,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Lysmd4_67198,Lysmd4,87.524,6.41E-03,-0.9582,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,M6pr_73180,M6pr,116.188,7.22E-03,-0.7675,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Maip1_54722,Maip1,209.926,1.64E-02,-0.6952,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Malt1_69431,Malt1,81.636,2.80E-03,0.9361,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Man2a2_71322,Man2a2,301.687,9.77E-03,0.8161,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Man2a2_78413,Man2a2,220.001,6.28E-02,0.6025,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Manba_63724,Manba,87.024,2.21E-02,-0.8096,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Maoa_30665,Maoa,301.313,1.01E-05,-1.0621,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Map1lc3b_79771,Map1lc3b,12.974,5.79E-02,-1.0220,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Map2k1_71481,Map2k1,140.439,6.86E-03,0.5965,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Map2k3_65034,Map2k3,613.061,5.82E-05,0.7475,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Map2k4_70072,Map2k4,213.633,4.12E-05,-1.2213,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Map2k5_68611,Map2k5,25.510,1.21E-02,1.2165,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Map3k11_57753,Map3k11,41.860,6.23E-03,0.9654,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Map3k2_60594,Map3k2,36.650,4.89E-02,-0.8583,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Map3k5_71001,Map3k5,44.767,2.17E-02,-1.2545,Yes,Yes,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Map3k8_73375,Map3k8,22.441,7.35E-02,-0.8406,Yes,No,No
Flaming Eucalyptus,Flaming Eucalyptus vs. Saline,4h,Mapk11_59031,Mapk11,105.087,1.04E-03,0.7075,Yes,No,No
